voyage_id,vessel_name,vessel_type,departure_port,departure_lat,departure_lon,arrival_port,arrival_lat,arrival_lon,departure_at,arrival_at,distance_nm,avg_speed_knots,heavy_fuel_oil_cons,cargo_qty_mt,is_ballast,is_anomaly,anomaly_type
727,CAPE Atlantic,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-26 00:23:42.733028,2026-02-09 11:40:08.737543,4615.27,13.29,369.63,0.0,True,False,
903,VLCC Pacific,Tanker,Shanghai,121.4737,31.2304,Los Angeles,-118.2725,33.7405,2026-02-13 08:32:59.208046,2026-02-28 22:25:45.300761,5645.58,15.1,936.2,257593.44,False,True,lat_lon_swap
165,CAPE Spirit,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-02-06 06:11:04.914915,2026-02-21 02:35:16.223816,4765.11,13.37,584.64,163359.48,False,False,
946,CAPE Victory,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-05 10:56:47.550095,2025-12-23 14:09:14.763420,4820.25,15.61,811.25,123951.4,False,True,time_inversion
842,MSC Pacific,Container,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-27 05:48:15.639074,2026-02-02 08:49:10.972097,3156.42,21.47,578.39,0.0,True,False,
709,MSC Express,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-02 23:54:32.289778,2026-01-11 09:55:52.256249,4820.25,23.86,893.17,18353.23,False,False,
726,MSC Spirit,Container,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-02-14 15:41:38.409093,2026-02-25 04:51:32.489810,5645.58,22.3,580.65,0.0,True,False,
430,VLCC Fortune,Tanker,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-31 21:10:34.441568,2026-02-16 14:43:53.910712,5689.76,15.07,800.55,137446.04,False,False,
961,VLCC Express,Tanker,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-26 00:28:49.693468,2026-02-05 21:07:34.383807,3156.42,12.11,600.28,19460.26,True,True,cargo_inconsistency
698,CAPE Ocean,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-10 16:47:32.288582,2026-02-23 01:14:26.310722,4820.25,16.26,650.76,64856.8,False,False,
849,MSC Wave,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-28 19:15:46.132356,2026-02-06 09:36:32.878931,4820.25,23.36,823.67,5433.67,False,False,
662,VLCC Wave,Tanker,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-03 21:49:58.293390,2026-01-12 06:45:02.685497,3156.42,15.71,349.36,131825.56,False,False,
829,MSC Horizon,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-21 02:10:10.345541,2026-01-31 14:13:56.451494,4615.27,18.31,1103.19,6221.82,False,False,
113,MSC Pacific,Container,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-15 17:09:13.410053,2026-01-26 12:57:36.423752,5689.76,21.9,1073.19,0.0,True,False,
312,CAPE Pacific,Bulk,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-29 06:49:11.774753,2026-01-08 00:27:20.745885,3156.42,13.51,417.41,139986.19,False,False,
481,CAPE Wave,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-08 12:03:30.253961,2026-01-21 11:26:38.626054,4820.25,15.48,351.07,0.0,True,False,
162,CAPE Star,Bulk,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-23 13:05:52.730488,2026-02-06 19:38:53.705804,5689.76,16.61,681.34,0.0,True,False,
835,VLCC Express,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-29 00:37:43.802126,2026-02-06 17:48:06.466142,3156.42,15.09,273.31,0.0,True,False,
675,CAPE Express,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-22 22:35:20.632438,2026-02-03 18:15:23.582653,4615.27,16.27,497.93,0.0,True,False,
744,CAPE Spirit,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-27 07:11:59.325930,2026-02-09 07:11:24.374474,4820.25,15.45,876.67,54825.98,False,False,
830,CAPE Glory,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-06 20:40:41.424470,2026-02-21 04:14:43.904869,4820.25,14.03,463.98,68522.9,False,False,
906,MSC Victory,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-19 15:14:51.023898,2026-01-29 12:54:10.859119,4615.27,19.42,-850.27,0.0,True,True,negative_values
712,CAPE Pride,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-27 15:55:34.422914,2026-02-08 22:12:10.027310,4820.25,16.38,360.66,0.0,True,False,
164,VLCC Fortune,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-09 00:06:52.347424,2026-02-23 19:35:24.736805,4820.25,13.56,452.37,260872.4,False,False,
868,VLCC Navigator,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-08 04:04:51.209395,2026-01-26 23:21:58.547524,5645.58,45.29,1199.83,112901.52,False,True,excessive_speed
549,MSC Pacific,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-28 13:55:51.230976,2026-02-07 08:41:06.795574,4615.27,19.66,894.65,17597.81,False,False,
971,MSC Pacific,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-29 23:04:42.565184,2026-01-07 07:44:32.652141,4615.27,23.0,46.15,0.0,True,True,impossible_consumption
671,VLCC Ocean,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-12 05:49:40.684836,2026-01-29 07:13:28.676134,5645.58,13.79,1024.0,161498.25,False,False,
123,VLCC Pride,Tanker,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-01 09:31:54.665221,2026-02-19 22:32:09.919458,6301.26,14.16,1147.21,215153.29,False,False,
143,CAPE Horizon,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-01 13:59:28.564425,2026-01-21 08:29:01.455991,6301.26,13.28,1065.81,0.0,True,False,
486,MSC Navigator,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-02-11 21:14:57.874629,2026-02-21 01:45:33.135021,4615.27,20.93,954.89,13932.73,False,False,
948,VLCC Horizon,Tanker,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2025-12-25 02:59:59.365791,2026-01-12 01:03:53.379396,5689.76,13.23,1244.49,16975.71,True,True,cargo_inconsistency
986,VLCC Horizon,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-02-18 02:04:40.429976,2026-01-30 06:25:53.389976,5645.58,12.5,1311.85,100320.73,False,True,time_inversion
850,CAPE Star,Bulk,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-31 05:50:53.979589,2026-02-16 04:20:24.711296,5645.58,14.76,839.7,0.0,True,False,
426,MSC Horizon,Container,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2025-12-31 07:38:50.334775,2026-01-06 12:44:45.743372,3156.42,21.17,719.0,0.0,True,False,
836,MSC Ocean,Container,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-10 06:40:44.164765,2026-01-17 10:19:00.412726,3156.42,18.39,589.83,17547.52,False,False,
258,VLCC Wave,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2025-12-29 11:15:06.954792,2026-01-16 03:24:45.767715,5645.58,13.31,636.03,257084.46,False,False,
573,MSC Glory,Container,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-29 16:58:29.856005,2026-02-04 06:43:17.652615,3156.42,23.6,401.97,11115.76,False,False,
954,VLCC Fortune,Tanker,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-02 22:54:57.346603,2026-02-19 19:52:52.410870,6301.26,15.56,0.0,69387.24,False,True,zero_consumption
211,MSC Fortune,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-01 14:12:07.653564,2026-01-10 07:30:18.752131,4820.25,23.03,722.17,9637.11,False,False,
878,CAPE Navigator,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-02-09 10:47:00.619066,2026-02-22 10:50:12.911155,4615.27,14.79,594.41,13199.72,True,True,cargo_inconsistency
791,CAPE Explorer,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-09 23:47:59.489245,2026-02-28 03:52:23.572290,6301.26,14.45,727.75,0.0,True,False,
864,MSC Pacific,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-02-08 21:14:25.337670,2026-02-19 10:01:52.870826,4765.11,18.85,0.0,10205.62,False,True,zero_consumption
923,VLCC Fortune,Tanker,Hong Kong,114.1694,22.3193,Los Angeles,-118.2725,33.7405,2026-01-23 08:59:13.169513,2026-02-13 10:42:21.933558,6301.26,12.46,995.87,159390.04,False,True,lat_lon_swap
250,VLCC Victory,Tanker,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-03 16:18:19.861677,2026-01-13 02:44:04.194532,3156.42,13.94,574.68,124072.98,False,False,
388,CAPE Explorer,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-10 21:45:08.794279,2026-01-23 22:33:09.261508,4820.25,15.41,469.73,77562.23,False,False,
759,VLCC Spirit,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2025-12-27 22:25:42.894589,2026-01-15 13:04:21.249019,5645.58,12.64,987.79,32379.56,False,False,
691,CAPE Pride,Bulk,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-27 20:36:42.501158,2026-02-11 22:30:28.655004,5645.58,15.6,480.13,0.0,True,False,
459,MSC Express,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-23 06:49:38.897314,2026-02-01 11:51:55.104211,4615.27,20.88,842.42,16194.9,False,False,
513,VLCC Victory,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-31 08:28:49.805723,2026-02-14 07:13:12.305723,4820.25,14.4,621.82,0.0,True,False,
291,VLCC Pride,Tanker,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2025-12-16 21:24:55.852231,2026-01-01 12:01:51.889967,4765.11,12.72,520.17,0.0,True,False,
824,VLCC Horizon,Tanker,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-03 22:11:10.308062,2026-02-22 18:12:48.442926,6301.26,13.94,721.15,271153.03,False,False,
354,VLCC Navigator,Tanker,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2025-12-23 14:24:06.641598,2026-01-12 23:15:02.033375,6301.26,12.89,846.4,0.0,True,False,
589,MSC Horizon,Container,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-08 10:03:15.552601,2026-01-20 17:00:48.118697,5689.76,19.29,1181.34,0.0,True,False,
289,VLCC Fortune,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-11 02:15:31.804970,2026-01-26 10:46:09.402881,5645.58,15.32,1201.52,0.0,True,False,
956,VLCC Spirit,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-02 02:53:30.325165,2026-02-15 22:10:49.500423,4820.25,36.08,649.19,0.0,True,True,excessive_speed
105,MSC Pride,Container,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-01 16:32:16.784714,2026-01-14 08:23:25.891280,5645.58,18.58,1178.07,0.0,True,False,
890,CAPE Fortune,Bulk,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-20 22:24:46.719375,2026-02-02 23:37:10.579024,4820.25,15.39,-500.81,0.0,True,True,negative_values
859,VLCC Pride,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-05 18:28:51.455307,2025-12-22 14:04:04.167171,4820.25,14.16,929.22,110159.28,False,True,time_inversion
874,MSC Star,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2025-12-21 10:01:26.929821,2025-12-30 11:24:37.988215,4765.11,21.92,1047.81,18068.07,True,True,cargo_inconsistency
337,VLCC Horizon,Tanker,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-30 00:36:51.391757,2026-01-12 18:30:43.414630,4615.27,13.99,700.29,263285.7,False,False,
730,MSC Navigator,Container,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-31 01:20:12.616859,2026-02-10 01:09:00.975068,4820.25,20.1,1041.45,13581.93,False,False,
20,VLCC Fortune,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-17 01:40:04.570171,2025-12-26 23:53:17.928662,3156.42,13.25,555.88,0.0,True,False,
196,CAPE Star,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-06 08:39:08.759085,2026-02-23 11:25:32.070689,6301.26,15.34,1121.96,24953.3,False,False,
159,CAPE Pacific,Bulk,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2025-12-30 11:40:29.773781,2026-01-14 04:51:24.522384,5689.76,16.11,593.58,160405.87,False,False,
127,MSC Fortune,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2025-12-17 20:21:22.432528,2025-12-26 04:44:21.574664,4765.11,23.78,906.05,0.0,True,False,
669,MSC Ocean,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-17 00:48:51.022115,2026-01-25 10:33:16.729143,4765.11,23.62,746.16,0.0,True,False,
9,VLCC Spirit,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-01-10 23:52:37.713248,2026-01-26 23:39:18.031719,4820.25,12.56,713.3,123422.27,False,False,
140,VLCC Horizon,Tanker,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2025-12-24 09:11:36.351967,2026-01-12 20:19:58.815021,5689.76,12.18,948.5,0.0,True,False,
841,CAPE Star,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-05 23:50:16.437323,2026-01-23 09:24:59.141100,6301.26,15.09,659.8,139306.73,False,False,
649,CAPE Fortune,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-13 20:14:28.762520,2026-02-01 01:13:18.859607,6301.26,14.42,512.07,0.0,True,False,
73,MSC Victory,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-02-07 06:16:44.775634,2026-02-17 13:20:57.238161,4615.27,18.68,1181.08,0.0,True,False,
176,CAPE Pacific,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2025-12-28 02:29:59.996052,2026-01-05 10:16:24.299849,3156.42,15.8,235.35,143744.59,False,False,
187,MSC Horizon,Container,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-02-06 09:07:05.428453,2026-02-16 20:15:21.869734,5645.58,22.48,950.51,0.0,True,False,
192,CAPE Explorer,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-02 09:24:53.029953,2026-01-18 05:55:32.160388,6301.26,16.56,772.86,169923.61,False,False,
451,CAPE Horizon,Bulk,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-02-08 12:17:21.807161,2026-02-17 20:47:09.004885,3156.42,14.06,288.37,153978.46,False,False,
133,CAPE Spirit,Bulk,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-02-07 08:38:36.762274,2026-02-23 19:13:03.891262,5689.76,14.42,971.69,20202.2,False,False,
708,MSC Ocean,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-19 19:58:04.343670,2026-01-29 19:13:30.004634,4615.27,19.29,506.91,6859.22,False,False,
925,CAPE Horizon,Bulk,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-01-24 11:02:24.716488,2026-02-08 08:07:45.779107,5645.58,15.81,1036.7,6972.34,True,True,cargo_inconsistency
706,CAPE Glory,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-04 03:16:14.636592,2026-01-18 06:39:57.713515,4765.11,14.04,837.36,0.0,True,False,
445,CAPE Ocean,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-02-08 03:57:46.999401,2026-02-24 00:56:02.525399,6301.26,16.54,1059.56,0.0,True,False,
293,MSC Spirit,Container,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-23 21:45:10.747930,2026-01-29 14:41:27.407366,3156.42,23.05,341.11,0.0,True,False,
614,MSC Glory,Container,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-14 01:48:17.373729,2026-01-27 03:08:40.049015,6301.26,20.11,745.48,10773.95,False,False,
537,MSC Explorer,Container,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2025-12-26 17:55:33.919219,2026-01-07 07:01:34.869087,6301.26,22.74,1109.67,10971.13,False,False,
985,VLCC Sea,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-10 22:48:49.935516,2026-01-25 21:48:35.558519,4820.25,12.52,1115.32,0.0,True,True,time_inversion
185,CAPE Atlantic,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-09 20:05:03.726418,2026-01-19 21:57:20.278142,3156.42,13.05,464.49,26614.4,False,False,
230,MSC Glory,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-02-12 07:49:52.834575,2026-02-20 15:01:22.692149,4615.27,23.17,966.63,5353.18,False,False,
822,CAPE Pacific,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-08 20:15:47.252913,2026-01-21 08:08:39.059080,4765.11,15.89,350.42,126298.77,False,False,
334,VLCC Sea,Tanker,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2025-12-23 03:58:02.727273,2026-01-06 23:50:17.604047,4765.11,13.39,991.62,0.0,True,False,
984,MSC Horizon,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-01-12 21:33:24.235712,2026-01-22 06:19:33.858354,4765.11,21.2,0.0,0.0,True,True,zero_consumption
460,CAPE Star,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-01-02 03:43:48.164820,2026-01-15 12:27:27.483792,4615.27,14.39,741.83,0.0,True,False,
261,VLCC Fortune,Tanker,Shanghai,31.2304,121.4737,Rotterdam,51.9244,4.4777,2026-02-07 12:45:14.876390,2026-02-21 12:39:36.200432,4820.25,14.35,941.54,0.0,True,False,
976,CAPE Horizon,Bulk,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-10 04:15:20.716444,2026-01-19 01:48:57.495876,3156.42,14.78,31.56,0.0,True,True,impossible_consumption
497,CAPE Star,Bulk,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2026-01-09 22:31:32.612809,2026-01-19 09:16:48.130050,3156.42,13.92,326.81,22763.51,False,False,
286,CAPE Sea,Bulk,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-02-08 23:59:39.369755,2026-02-21 14:55:32.198744,4765.11,15.73,747.36,0.0,True,False,
46,MSC Victory,Container,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-30 15:31:42.954895,2026-01-05 09:39:54.508506,3156.42,22.85,542.98,16943.37,False,False,
17,MSC Pride,Container,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2025-12-29 21:44:39.184659,2026-01-05 22:15:58.949742,3156.42,18.73,594.48,0.0,True,False,
796,MSC Atlantic,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-02-02 01:55:07.047504,2026-02-10 10:08:50.127764,4615.27,23.05,525.83,15842.29,False,False,
57,MSC Ocean,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-26 22:44:57.752259,2026-01-04 00:54:46.898241,4615.27,23.77,547.09,10955.98,False,False,
325,VLCC Star,Tanker,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2025-12-18 04:00:07.500080,2025-12-26 23:08:01.881351,3156.42,14.95,674.9,266019.97,False,False,
110,VLCC Express,Tanker,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2026-02-11 21:48:16.768269,2026-02-24 22:28:33.303702,4765.11,15.24,918.55,251103.44,False,False,
944,VLCC Fortune,Tanker,Dubai,25.2769,55.2962,Singapore,1.2644,103.854,2026-01-30 11:21:18.674117,2026-02-10 06:42:57.277239,3156.42,12.17,390.66,-172453.81,False,True,negative_values
592,VLCC Sea,Tanker,Singapore,1.2644,103.854,Dubai,25.2769,55.2962,2025-12-27 14:09:32.819505,2026-01-07 09:05:39.513516,3156.42,12.19,850.8,0.0,True,False,
25,MSC Victory,Container,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2026-02-12 02:41:47.566320,2026-02-22 15:18:40.374202,4615.27,18.27,765.98,0.0,True,False,
605,CAPE Pride,Bulk,Hong Kong,22.3193,114.1694,Los Angeles,33.7405,-118.2725,2026-01-27 02:47:13.815691,2026-02-14 04:45:29.683460,6301.26,14.52,1154.54,0.0,True,False,
908,VLCC Sea,Tanker,Shanghai,31.2304,121.4737,Los Angeles,33.7405,-118.2725,2026-02-16 05:20:02.143569,2026-01-30 08:37:58.272601,5645.58,13.95,1055.78,0.0,True,True,time_inversion
204,MSC Express,Container,Tokyo,35.6528,139.8394,Los Angeles,33.7405,-118.2725,2025-12-26 15:47:51.797371,2026-01-04 02:49:39.168483,4765.11,23.47,910.06,0.0,True,False,
761,CAPE Horizon,Bulk,Singapore,1.2644,103.854,Rotterdam,51.9244,4.4777,2026-01-31 01:35:16.310624,2026-02-14 00:52:16.699546,5689.76,16.97,411.6,79428.63,False,False,
494,CAPE Horizon,Bulk,Busan,35.1796,129.0756,Hamburg,53.5453,9.97,2025-12-18 10:06:19.666604,2025-12-30 18:54:26.611942,4615.27,15.55,530.43,0.0,True,False,
